6396977016721267924529032023,6396977016,7212679245,2023-03-29,-
1198779993055152982825062022,1198779993,0551529828,2022-06-25,-
3801428223812074913822102021,3801428223,8120749138,2021-10-22,-
7981276192884520736521012022,7981276192,8845207365,2022-01-21,-
8200526659886667899410092022,8200526659,8866678994,2022-09-10,2022-11-14
1198779993886667899428092020,1198779993,8866678994,2020-09-28,-
6191943388886667899411062022,6191943388,8866678994,2022-06-11,2023-05-21
6396977016884520736520122021,6396977016,8845207365,2021-12-20,2022-03-29
3467241983169494447515042023,3467241983,1694944475,2023-04-15,2023-06-27
7981276192884520736518062023,7981276192,8845207365,2023-06-18,-
6191943388783302057630032020,6191943388,7833020576,2020-03-30,2022-02-27
8375116279169494447502072022,8375116279,1694944475,2022-07-02,-
8897192251884520736503082021,8897192251,8845207365,2021-08-03,-
6396977016055152982818112021,6396977016,0551529828,2021-11-18,2022-01-17
2150208388884520736521032023,2150208388,8845207365,2023-03-21,2023-04-06
6191943388055152982817122023,6191943388,0551529828,2023-12-17,-
8897192251111121156530112020,8897192251,1111211565,2020-11-30,-
6191943388493863796108072020,6191943388,4938637961,2020-07-08,-
8200526659884520736504042020,8200526659,8845207365,2020-04-04,-
6928725320783302057615102021,6928725320,7833020576,2021-10-15,2022-08-03
3467241983055152982821082021,3467241983,0551529828,2021-08-21,2021-10-25
8200526659169494447504012022,8200526659,1694944475,2022-01-04,-
8375116279493863796108012022,8375116279,4938637961,2022-01-08,-
6928725320884520736520012021,6928725320,8845207365,2021-01-20,2022-09-27
2150208388721267924505012022,2150208388,7212679245,2022-01-05,2022-06-30
7981276192111121156517022021,7981276192,1111211565,2021-02-17,-
6928725320111121156503062022,6928725320,1111211565,2022-06-03,2023-05-03
1198779993493863796128092023,1198779993,4938637961,2023-09-28,2023-11-21
8375116279812074913825102023,8375116279,8120749138,2023-10-25,-
6928725320886667899405112021,6928725320,8866678994,2021-11-05,2023-03-22
6928725320721267924512122021,6928725320,7212679245,2021-12-12,2022-03-13
6928725320055152982817122023,6928725320,0551529828,2023-12-17,-
7981276192812074913819072021,7981276192,8120749138,2021-07-19,2023-05-30
6191943388111121156513092020,6191943388,1111211565,2020-09-13,2021-08-18
3467241983812074913803102022,3467241983,8120749138,2022-10-03,-
8897192251783302057628012020,8897192251,7833020576,2020-01-28,-
8200526659884520736515042023,8200526659,8845207365,2023-04-15,2023-09-04
3467241983111121156526032020,3467241983,1111211565,2020-03-26,2020-09-09
1198779993493863796119082020,1198779993,4938637961,2020-08-19,-
6396977016679601932711082022,6396977016,6796019327,2022-08-11,2023-12-13
6928725320679601932724012022,6928725320,6796019327,2022-01-24,-
8897192251493863796122102020,8897192251,4938637961,2020-10-22,2021-05-03
6928725320884520736510072022,6928725320,8845207365,2022-07-10,-
2150208388886667899404122021,2150208388,8866678994,2021-12-04,2022-03-12
8897192251111121156510052021,8897192251,1111211565,2021-05-10,-
1198779993679601932729122020,1198779993,6796019327,2020-12-29,2023-11-20
8375116279679601932717012021,8375116279,6796019327,2021-01-17,-
6928725320493863796118122023,6928725320,4938637961,2023-12-18,-
6191943388886667899418122023,6191943388,8866678994,2023-12-18,-
8200526659812074913818122023,8200526659,8120749138,2023-12-18,-
8067775316493863796118122023,8067775316,4938637961,2023-12-18,-
8067775316812074913818122023,8067775316,8120749138,2023-12-18,-
6285343746812074913818122023,6285343746,8120749138,2023-12-18,-
6285343746721267924518122023,6285343746,7212679245,2023-12-18,-
